image_url,sport
https://raw.githubusercontent.com/bigfooted/covid19-seir/master/phase-portrait.png,header
https://raw.githubusercontent.com/bigfooted/covid19-seir/master/coronavirus_cropped.jpg,header
https://raw.githubusercontent.com/bigfooted/covid19-seir/master/phase-portrait.png,footer
https://raw.githubusercontent.com/bigfooted/covid19-seir/master/coronavirus_cropped.png,footer
https://raw.githubusercontent.com/bigfooted/covid19-seir/master/phase-portrait.png,header
https://raw.githubusercontent.com/bigfooted/covid19-seir/master/coronavirus_cropped.png,header
https://raw.githubusercontent.com/bigfooted/covid19-seir/master/phase-portrait.png,footer
https://raw.githubusercontent.com/bigfooted/covid19-seir/master/coronavirus_cropped.png,footer
